,n_estimators,max_depth,learning_rate,RMSE Avg.,RMSE Std.,MAPE Avg.,MAPE Std.,Accuracy
DAL,50,3,0.1,0.7992090608865168,0.24539689390685412,0.015953658088267444,0.006356576620738993,0.56
XRAY,500,3,0.01,0.7054419331910792,0.3811160939501651,0.012220789860518368,0.006212086258466691,0.64
DVN,200,8,0.1,0.9449378182881063,0.6573302952049775,0.033285145305861394,0.021789802136568177,0.48
DXCM,100,3,0.1,1.4919416298493242,0.7442869937372256,0.022493405298259755,0.010449800859139338,0.52
FANG,200,3,0.2,1.6513399298690892,0.8085727059062819,0.021281744264839655,0.013351705881512847,0.4
DLR,100,3,0.2,1.304551171407701,0.367248772860966,0.01250422078015242,0.005441199007299592,0.72
DFS,50,3,0.2,1.4533077262550984,0.8477806833692864,0.016373532458940177,0.009894603738231984,0.68
DIS,500,4,0.01,2.2041538184158003,1.024146798311122,0.019042833132215057,0.013546535230270407,0.64
DG,50,8,0.2,2.652428064440901,1.1970351632914722,0.018077248344216208,0.0051753266335599415,0.6
DLTR,50,4,0.3,3.994191674545148,2.68443326675548,0.027776736630440068,0.009140541987486773,0.56
D,100,4,0.1,0.5693690980442196,0.1633361909075675,0.007651655081258486,0.0019216765543745276,0.6
DPZ,200,5,0.01,4.545694624200863,1.371406974773964,0.018423394260699187,0.00961455985080153,0.6
DOV,50,8,0.2,1.82146206972499,1.0645390610771948,0.025896409149324645,0.03298907188210477,0.56
DOW,50,3,0.2,0.8310912026789559,0.302346966571913,0.014952165148625273,0.006606913064261017,0.6
DTE,200,8,0.2,0.9361461575588189,0.328858511913974,0.010538261380350928,0.006077864663649585,0.68
DUK,50,3,0.3,0.9319450693178245,0.3469991073942389,0.011988966408037972,0.006482091667508283,0.52
DD,100,3,0.1,1.087622633847816,0.5524090784641875,0.01642347980915146,0.012639342844928781,0.56
